,lon,lat,name,number
4246,116.356373,39.974234,海淀 - 黄亭子小区,13
4247,116.31824,39.979065,海淀 - 黄庄小区,80
4248,116.338881,40.058690,海淀 - 龙乡小区,5
4249,116.334899,39.98863,海淀 - 龙湖·唐宁ONE,18
4250,116.334899,39.98863,海淀 - 龙湖唐宁ONE,109
4251,116.375338,39.981227,海淀 - 龙翔路小区,48
4252,116.808161,40.046646,燕郊 - @北京,3
4253,116.796333,39.963924,燕郊 - 上上城理想新城,34
4254,116.778872,39.981592,燕郊 - 上上城第三季,118
4255,116.289413,39.955952,海淀 - 鲁艺上河村,74
4256,116.791189,39.957024,燕郊 - 上上城第二季,11
4257,116.775031,39.964331,燕郊 - 上上城青年新城,37
4258,116.845708,39.948614,燕郊 - 上上城青年社区二期,5
4259,116.825998,39.945052,燕郊 - 东方一品城,2
4260,116.289413,39.955952,海淀 - 鲁艺上河村二区,52
4261,116.78611,39.96154,燕郊 - 东方夏威夷,9
4262,116.790897,39.945241,燕郊 - 东贸国际,19
4263,116.792007,39.943710,燕郊 - 东贸国际二期,1
4264,116.815958,39.955446,燕郊 - 北欧小镇,17
4265,116.779919,39.965974,燕郊 - 夏威夷北岸,19
4266,116.841886,39.952772,燕郊 - 华泰忆江南,1
4267,116.787388,39.952591,燕郊 - 夏威夷南岸,27
4268,116.823894,39.908599,燕郊 - 夏威夷蓝湾,13
4269,116.821234,39.965541,燕郊 - 天洋城,47
4270,116.81588,39.964109,燕郊 - 富地广场,3
4271,116.777454,39.962093,燕郊 - 意华田园都市,3
4272,116.779995,39.995289,燕郊 - 星河185,8
4273,116.781283,39.954408,燕郊 - 悦榕湾,43
4274,116.772406,39.980696,燕郊 - 星河皓月,14
4275,116.827593,39.9556,燕郊 - 普罗旺斯,2
4276,116.781283,39.954408,燕郊 - 汇福悦榕湾,13
4277,116.801975,39.91742,燕郊 - 港中旅海泉湾,2
4278,116.790644,39.949265,燕郊 - 潮白人家,29
4279,116.790644,39.949265,燕郊 - 潮白人家二期,5
4280,116.790644,39.949265,燕郊 - 潮白人家四期,2
4281,116.801146,39.943514,燕郊 - 潮白河孔雀城学府澜湾,3
4282,116.819946,39.951285,燕郊 - 燕宁小区,2
4283,116.399270,39.829480,燕郊 - 燕郊夏威夷北岸,3
4284,116.787388,39.952591,燕郊 - 燕郊夏威夷南岸,5
4285,116.821366,39.915353,燕郊 - 天洋城4代,8
4286,116.799271,39.974288,燕郊 - 燕郊燕京航城,20
4287,116.633990,40.335800,燕郊 - 燕郊纳丹堡,25
4288,116.810169,39.950756,燕郊 - 百花家园,6
4289,116.824542,39.951671,燕郊 - 祥馨小区,1
4313,116.787812,39.94601,燕郊 - 湾仔城,1
4318,116.799271,39.974288,燕郊 - 燕京航城,51
4326,116.834798,39.948987,燕郊 - 福成三期,9
4327,116.835890,39.951045,燕郊 - 福成二期,7
4328,116.842785,39.958307,燕郊 - 福成五期,31
4329,116.840318,39.963511,燕郊 - 福成六期,6
4330,116.826176,39.952593,燕郊 - 福成四期,35
4333,116.77343,39.9737,燕郊 - 纳丹堡,26
4334,116.813305,39.943377,燕郊 - 维多利亚二期,5
4335,116.808871,39.942108,燕郊 - 紫竹园B区,2
4336,116.81562,39.9043,燕郊 - 金谷isoho,2
4337,116.796396,39.967752,燕郊 - 鑫乐汇公寓,22
4338,116.79001,39.999418,燕郊 - 首尔甜城,9
4339,116.83069,39.946088,燕郊 - 黄金花园,1
4340,116.214693,39.899524,石景山 - 七星园,27
4341,116.180552,39.911795,石景山 - 中海金石公馆,17
4342,116.178063,39.911772,石景山 - 中海长安雅苑,13
4343,116.811496,40.019669,燕郊 - 金谷美丽城,1
4344,116.226532,39.898421,石景山 - 五芳园,9
4345,116.209353,39.90124,石景山 - 京原路5号院,1
4346,116.227754,39.89044,石景山 - 京汉旭城,1
4347,116.217918,39.899975,石景山 - 依翠园,9
4348,116.203595,39.912353,石景山 - 八角中里,14
4349,116.200596,39.916838,石景山 - 八角北路,6
4350,116.202696,39.915501,石景山 - 八角北里,21
4351,116.201982,39.909752,石景山 - 八角南路小区,4
4352,116.219904,39.899263,石景山 - 六合园,18
4353,116.125465,39.960076,石景山 - 兴泰嘉园,1
4354,116.768098,39.973958,燕郊 - 美林湾,5
4355,116.225318,39.905116,石景山 - 北方中惠国际中心,1
4356,116.201982,39.909752,石景山 - 八角南里,22
4357,116.183375,39.908147,石景山 - 十万平小区,4
4358,116.221916,39.901885,石景山 - 双锦园,32
4359,116.191691,39.915042,石景山 - 古城北路小区,11
4360,116.190014,39.919482,石景山 - 古城住宅小区,3
4361,116.188871,39.916200,石景山 - 古城北路甲4号,12
4362,116.186807,39.910922,石景山 - 古城南路,29
4363,116.226931,39.905700,石景山 - 万达广场石景山,2
4364,116.192013,39.902764,石景山 - 古城南里,6
4365,116.187892,39.921032,石景山 - 古城地铁楼,5
4366,116.188285,39.919506,石景山 - 古城环卫楼,3
4367,116.178817,39.913614,石景山 - 古城现代嘉园,42
4368,116.176820,39.914538,石景山 - 古城西路,5
4369,116.184758,39.91344,石景山 - 古城西路小区,3
4370,116.191513,39.914937,石景山 - 古城路小区,7
4371,116.190419,39.919373,石景山 - 地铁古城家园,1
4372,116.121924,39.954497,石景山 - 天翠阳光新城,2
4373,116.194184,39.928682,石景山 - 奈伦熙府,1
4374,116.198495,39.945627,石景山 - 工人疗养院家属院,1
4375,116.208944,39.919328,石景山 - 建西苑中里,5
4376,116.208025,39.923112,石景山 - 建西苑北里,11
4377,116.208694,39.916775,石景山 - 建西苑南里,8
4378,116.215764,39.906433,石景山 - 时代庐峰,27
4379,116.207082,39.917212,石景山 - 晋元庄小区,1
4380,116.185703,39.908345,石景山 - 曦景长安,32
4381,116.192964,39.922729,石景山 - 杨庄中区,3
4382,116.194776,39.927301,石景山 - 杨庄北区,27
4383,116.151321,39.937260,石景山 - 模式口西里,1
4384,116.232906,39.90032,石景山 - 永乐东区,103
4385,116.226391,39.90163,石景山 - 永乐西区,29
4386,116.226391,39.90163,石景山 - 永乐西小区,2
4387,116.252602,39.901669,石景山 - 玉泉路61号院,4
4388,116.251552,39.899398,石景山 - 玉泉路65号院,1
4389,116.251552,39.899398,石景山 - 玉泉路甲65号,2
4390,116.179896,39.935252,石景山 - 琳琅庄园,1
4391,116.193383,39.922036,石景山 - 石景山杨庄小区,4
4392,116.221897,39.903163,石景山 - 紫御国际公寓,3
4393,116.223935,39.90916,石景山 - 老山东里,12
4394,116.218427,39.909962,石景山 - 老山西里,8
4395,116.192763,39.923159,石景山 - 御景山,4
4396,116.180442,39.929586,石景山 - 苹果园三区,4
4397,116.187208,39.93063,石景山 - 苹果园二区,3
4398,116.181275,39.92765,石景山 - 苹果园四区,3
4399,116.205872,39.917767,石景山 - 茂华璟上璟,16
4400,116.208001,39.894869,石景山 - 融景城东区,5
4401,116.205225,39.917941,石景山 - 茂华璟公阁,1
4402,116.188799,39.933031,石景山 - 海特花园,11
4403,116.205423,39.893238,石景山 - 融景城西区,1
4404,116.196403,39.946973,石景山 - 西下庄小区,9
4405,116.212704,39.90941,石景山 - 石景山路23号院,7
4406,116.211753,39.906412,石景山 - 碣石坪小区,3
4407,116.199228,39.933073,石景山 - 西井三区,2
4408,116.193026,39.931775,石景山 - 西井四区,1
4409,116.170815,39.935760,石景山 - 模式口东里,7
4410,116.202690,39.942901,石景山 - 西山枫林,46
4411,116.178694,39.93687,石景山 - 西山澳园,11
4412,116.202852,39.947163,石景山 - 西山芳苑,15
4413,116.209545,39.902124,石景山 - 西引力,14
4414,116.199392,39.923787,石景山 - 西成忆树,3
4415,116.189745,39.92548,石景山 - 西现代城,10
4416,116.204197,39.936159,石景山 - 西黄新村北里,16
4417,116.208499,39.931634,石景山 - 西黄村军科院小区,1
4418,116.208062,39.932962,石景山 - 西黄新村南里,6
4419,116.219502,39.900037,石景山 - 诗景长安,29
4420,116.239970,39.898811,石景山 - 远洋山水,571
4421,116.250392,39.902012,石景山 - 远洋沁山水,18
4422,116.249831,39.89886,石景山 - 远洋沁山水上品,11
4423,116.230171,39.891704,石景山 - 重兴嘉园,4
4424,116.123864,39.961742,石景山 - 西山峻景,7
4425,116.226893,39.894527,石景山 - 重聚园,13
4426,116.121952,39.96223,石景山 - 金谷香郡,2
4427,116.172052,39.894429,石景山 - 金隅滨河园,1
4428,116.167978,39.928183,石景山 - 金顶街二区,2
4429,116.175278,39.926750,石景山 - 金顶街四区,2
4430,116.16186,39.926939,石景山 - 金顶街小区,1
4431,116.193988,39.906603,石景山 - 长安家园,1
4432,116.226341,39.892066,石景山 - 重兴园,1
4433,116.204105,39.932574,石景山 - 雍景四季,6
4434,116.245217,39.902807,石景山 - 鲁谷路74号,10
4435,116.209409,39.935385,石景山 - 雍景天成,2
4436,116.236533,39.900188,石景山 - 鲁谷村,4
4437,116.200265,39.929989,石景山 - 黄南苑,1
4438,116.353212,39.930940,西城 - C-PARK,7
4439,116.165611,39.926292,石景山 - 金顶街五区,9
4440,116.384557,39.877977,西城 - 一瓶,266
4441,116.384751,39.877506,西城 - 一瓶兰亭,38
4442,116.365488,39.871558,西城 - 万博苑,9
4443,116.365538,39.87958,西城 - 万和世家,1
4444,116.376800,39.939259,西城 - 三不老胡同,1
4445,116.327752,39.888798,西城 - 三义西里,7
4446,116.329702,39.888825,西城 - 三义里,17
4447,116.363720,39.897126,西城 - 三庙大院,22
4448,116.36522,39.897771,西城 - 三庙街小区,1
4449,116.342244,39.916551,西城 - 三里河一区,145
4450,116.339229,39.909537,西城 - 三里河三区,73
4451,116.354544,39.92118,西城 - 万明园,87
4452,116.343909,39.909376,西城 - 三里河东路乙23号院,1
4453,116.345803,39.913518,西城 - 三里河东路小区,27
4454,116.344808,39.908624,西城 - 三里河东路甲14号院,2
4455,116.345736,39.916495,西城 - 三里河东路甲8号院,1
4456,116.343845,39.909256,西城 - 三里河二区,153
4457,116.338755,39.915080,西城 - 三里河北街5号院,25
4458,116.341443,39.911814,西城 - 三里河南二巷,2
4459,116.333668,39.936729,西城 - 三里河路4号院,3
4460,116.329568,39.882543,西城 - 世纪茶贸,3
4461,116.388833,39.936888,西城 - 东煤厂胡同,1
4462,116.367615,39.942841,西城 - 东新开胡同甲31号,2
4463,116.333019,39.888736,西城 - 三义东里,3
4464,116.376297,39.884143,西城 - 中信城一期,308
4465,116.392678,39.879678,西城 - 东经路19号院,14
4466,116.375288,39.886377,西城 - 中信城二期,269
4467,116.376349,39.885732,西城 - 中信沁园,86
4468,116.365616,39.888755,西城 - 东华金座,3
4469,116.376297,39.884143,西城 - 中信锦园,102
4470,116.351792,39.870089,西城 - 中加大厦,1
4471,116.353513,39.871797,西城 - 中华家园,1
4472,116.356179,39.936204,西城 - 中直社区,14
4473,116.283822,39.903339,西城 - 中职社区,1
4474,116.364567,39.912979,西城 - 中海凯旋,115
4475,116.366142,39.91743,西城 - 丰侨公寓,195
4476,116.366915,39.915233,西城 - 丰汇园,252
4477,116.338081,39.916574,西城 - 三里河北街3号院,15
4478,116.369764,39.910244,西城 - 丽华苑,18
4479,119.486399,28.252019,西城 - 丽水莲花,218
4480,116.393566,39.881737,西城 - 东经路98号院,21
4481,119.905572,28.455507,西城 - 丽水莲花二期,9
4482,116.328917,39.88383,西城 - 丽阳四季,9
4483,116.378993,39.886607,西城 - 中信禧园,15
4484,116.339364,39.876616,西城 - 乐城,53
4485,116.351952,39.93506,西城 - 九和苑,18
4486,116.346077,39.908364,西城 - 二七剧场路19号楼,10
4487,116.379398,39.885393,西城 - 中信城三期,134
4488,116.347371,39.910481,西城 - 二七剧场路东里小区,162
4489,116.349050,39.911734,西城 - 二七剧场路东里甲82号,1
4490,116.345776,39.908375,西城 - 二七路小区,1
4491,116.349480,39.907768,西城 - 二炮大院,6
4492,116.366716,39.910259,西城 - 二龙路41号,5
4493,116.366649,39.909428,西城 - 二龙路小区,25
4494,116.382299,39.960528,西城 - 五路通北街小区,2
4495,116.34952,39.950191,西城 - 交大东路52号院,5
4496,116.36794,39.909903,西城 - 京畿道小区,126
4497,116.345527,39.910063,西城 - 二七剧场路13号院,1
4498,116.368336,39.919713,西城 - 丰盛胡同23号院,33
4499,116.343032,39.880031,西城 - 京铁和园,47
4500,116.367608,39.917177,西城 - 丰融园,41
4501,116.387531,39.961214,西城 - 人定湖北巷,3
4502,116.383566,39.957047,西城 - 人定湖西里小区,42
4503,116.350895,39.880897,西城 - 云河公寓,1
4504,116.383333,39.941665,西城 - 什刹海四合院,6
4505,116.384169,39.960980,西城 - 什坊街2号院,11
4506,116.384616,39.960358,西城 - 什坊街小区,1
4507,116.368452,39.903464,西城 - 佟麟阁路,46
4508,116.370534,39.901400,西城 - 佟麟阁路62号院,31
4509,116.328282,39.885757,西城 - 依莲轩,5
4510,116.328142,39.886430,西城 - 依莲轩二期,3
4511,116.325438,39.88066,西城 - 信和嘉园,5
4512,116.384140,39.960294,西城 - 什坊街5号,3
4513,116.329688,39.892033,西城 - 信堡水岸公馆,1
4514,116.368992,39.876479,西城 - 信建里,10
4515,116.361785,39.88877,西城 - 信恒大厦,7
4516,116.375890,39.879198,西城 - 儒福里,25
4517,116.348059,39.933388,西城 - 五栋大楼,10
4518,116.386475,39.954036,西城 - 六铺炕三区,8
4519,116.388719,39.954265,西城 - 六铺炕二区,43
4520,116.371150,39.919372,西城 - 兵马司胡同,2
4521,116.374291,39.942941,西城 - 光泽胡同,9
4522,116.365917,39.938548,西城 - 冠英园,19
4523,116.366618,39.938338,西城 - 冠英园西区盛华苑,6
4524,116.375371,39.951025,西城 - 冰窖口胡同,9
4525,116.367207,39.888617,西城 - 凌云居,6
4526,116.365538,39.87958,西城 - 凯迪尚府,4
4527,116.363445,39.938553,西城 - 前半壁街小区,2
4528,116.362837,39.888641,西城 - 似海怡家,7
4529,116.373147,39.901728,西城 - 前抄手胡同,1
4530,116.361355,39.943417,西城 - 前桃园,5
4531,116.397248,39.896111,西城 - 前门大栅栏胡同,1
4532,116.395620,39.899426,西城 - 前门西后河沿,2
4533,116.390320,39.899700,西城 - 前门西大街,21
4534,116.379390,39.910980,西城 - 力学胡同,10
4535,116.378484,39.910681,西城 - 力学胡同14号院,5
4536,116.385986,39.967779,西城 - 北三环中路小区,11
4537,116.339873,39.901481,西城 - 公安大学住宅区,4
4538,116.381604,39.967479,西城 - 北三环中路甲18号院,1
4539,116.361567,39.902614,西城 - 北京尊府,80
4540,116.392473,39.955705,西城 - 六铺炕一区,37
4541,116.387047,39.950849,西城 - 北师大家属院,3
4542,116.383364,39.961605,西城 - 北广家园,1
4543,116.379491,39.934298,西城 - 前铁匠胡同,1
4544,116.353002,39.925240,西城 - 北礼士路191号院,9
4545,116.354006,39.930651,西城 - 北礼士路60号院,22
4546,116.354074,39.929248,西城 - 北礼士路62号院,18
4547,116.354314,39.927086,西城 - 北礼士路70号院,7
4548,116.353068,39.934181,西城 - 北礼士路小区,36
4549,116.353757,39.934527,西城 - 北礼士路甲56号楼,12
4550,116.390888,39.883814,西城 - 北纬路49号院,5
4551,116.351836,39.926229,西城 - 北营房东里,16
4552,116.34803,39.926506,西城 - 北营房西里,24
4553,116.341228,39.9262,西城 - 北露园,12
4554,116.392404,39.887764,西城 - 华仁路小区,36
4555,116.362286,39.909748,西城 - 华荣公寓,8
4556,116.380993,39.926075,西城 - 华裕园,3
4557,116.372218,39.913166,西城 - 华远北街,36
4558,116.373372,39.886660,西城 - 南半截胡同,1
4559,116.369677,39.883417,西城 - 南横西街100号,11
4560,116.389251,39.88237,西城 - 北纬路52号院,10
4561,116.354639,39.914985,西城 - 南礼士路46号院,60
4562,116.349106,39.912260,西城 - 南礼士路三条,69
4563,116.366265,39.882928,西城 - 南横西街96号,1
4564,116.352144,39.9222,西城 - 南礼士路甲1号院,11
4565,116.352724,39.919832,西城 - 南礼士路甲5号院,16
4566,116.336271,39.916031,西城 - 南沙沟小区,16
4567,116.393383,39.888625,西城 - 华严路3号院,3
4568,116.367227,39.871646,西城 - 华龙美钰,1
4569,116.394405,39.879926,西城 - 南纬路2号院,10
4570,116.354369,39.909741,西城 - 南礼士路甲62号院,17
4571,116.35233,39.886364,西城 - 南线里,7
4572,116.353340,39.887062,西城 - 南线阁,10
4573,116.366971,39.873218,西城 - 半步桥13号院,3
4574,116.352994,39.884515,西城 - 南线阁39号院,1
4575,116.390992,39.87959,西城 - 南纬路南巷9号院,3
4576,116.352725,39.883756,西城 - 南线阁41号院,1
4577,116.368264,39.871742,西城 - 半步桥小区,5
4578,116.353020,39.875980,西城 - 南菜园1号院,3
4579,116.341471,39.925052,西城 - 南露园,21
4580,116.379980,39.956971,西城 - 卫生部小区,1
4581,116.393211,39.885048,西城 - 友谊医院职工宿舍,2
4582,116.387579,39.964833,西城 - 双旗杆东里,2
4583,116.361431,39.870662,西城 - 右内西街甲2号院,5
4584,116.362999,39.873909,西城 - 右安西里,4
4585,116.359627,39.872835,西城 - 右安门内西街甲10号院,1
4586,116.356892,39.869658,西城 - 右安门西街,4
4587,116.350777,39.919754,西城 - 南营房小区,1
4588,116.378811,39.965132,西城 - 吉第嘉园,15
4589,116.387128,39.942635,西城 - 后海北沿胡同,1
4590,116.393270,39.944166,西城 - 后海四合院,17
4591,116.389535,39.945100,西城 - 后马厂小区,1
4592,116.352377,39.88897,西城 - 南线阁5号院,3
4593,116.338578,39.877202,西城 - 嘉莲苑,8
4594,116.378285,39.891791,西城 - 四合上院,88
4595,116.37989,39.882049,西城 - 四平园,72
4596,116.350201,39.938185,西城 - 团结大院,12
4597,116.351436,39.920786,西城 - 国电中兴嘉园,5
4598,116.35809,39.934428,西城 - 国英园,11
4599,116.385986,39.967779,西城 - 北三环中路12号院,2
4600,116.34945,39.910613,西城 - 地藏庵小区,10
4601,116.393331,39.891436,西城 - 培英胡同,12
4602,116.386869,39.895523,西城 - 培英胡同四合院,2
4603,116.379931,39.956493,西城 - 塔院胡同,10
4604,116.381759,39.956041,西城 - 塔院胡同12号院,5
4605,116.355521,39.909522,西城 - 复兴门北大街小区,81
4606,116.355680,39.902200,西城 - 复兴门南大街住宅区,16
4607,116.375835,39.934011,西城 - 地安门西大街181号院,11
4608,116.344411,39.907359,西城 - 复兴门外大街,37
4609,116.338856,39.907891,西城 - 复兴门外大街小区,11
4610,116.363513,39.947123,西城 - 城建宿舍,7
4611,116.381731,39.899098,西城 - 和平门外西里,3
4612,116.366229,39.935494,西城 - 大乘巷小区,2
4613,116.366906,39.935829,西城 - 大乘巷胡同,2
4614,116.384904,39.953004,西城 - 大井胡同,10
4615,116.375899,39.925728,西城 - 大拐棒胡同,10
4616,116.390311,39.946479,西城 - 大石桥胡同,4
4617,116.350051,39.947029,西城 - 大隐名座,1
4618,116.396203,39.895170,西城 - 大齐家胡同,2
4619,116.347469,39.894361,西城 - 天宁寺东里,17
4620,116.396415,39.930560,西城 - 地安门内大街,5
4621,116.344801,39.893101,西城 - 天宁寺北里,1
4622,116.34449,39.8915,西城 - 天宁寺南里,8
4623,116.343491,39.89383,西城 - 天宁寺西里,13
4624,116.376130,39.903826,西城 - 天安国汇,1
4625,116.396632,39.885282,西城 - 天桥北里,29
4626,116.379022,39.913230,西城 - 太仆寺33号院,15
4627,116.364962,39.922555,西城 - 太平桥大街6号,1
4628,116.360454,39.900907,西城 - 太平湖小区,3
4629,116.355948,39.902353,西城 - 复兴门南大街一三号院,5
4630,116.390805,39.874498,西城 - 太平街20号旁门,15
4631,117.359680,32.939929,西城 - 太平街小区,22
4632,116.366111,39.942203,西城 - 如意里,9
4633,116.375784,39.874829,西城 - 姚家井二巷,25
4634,116.381237,39.896241,西城 - 安平里,3
4635,116.392643,39.956628,西城 - 安德东里,1
4636,116.399720,39.951668,西城 - 安德路55号院,11
4637,116.323006,39.882638,西城 - 太平里小区,5
4638,116.369577,39.916076,西城 - 宏汇园小区,24
4639,116.390703,39.950463,西城 - 安德路小区,9
4640,116.369252,39.917676,西城 - 宏英园,2
4641,116.363725,39.930836,西城 - 官园公寓,3
4642,116.369463,39.881518,西城 - 双槐里,1
4643,116.384070,39.950906,西城 - 安德馨居,5
4644,116.363178,39.931878,西城 - 官园胡同小区,5
4645,116.360493,39.929024,西城 - 官苑八号,22
4646,116.385746,39.886766,西城 - 宣武永安路小区,16
4647,116.378783,39.899982,西城 - 宣武门东大街,110
4648,116.39631,39.882452,西城 - 天桥南里,1
4649,116.378194,39.899009,西城 - 宣武门东里,1
4650,116.378888,39.899340,西城 - 宣武门外东大街,2
4651,116.361737,39.899329,西城 - 宣武门西大街,18
4652,116.357354,39.897389,西城 - 宣武门西大街26号院,2
4653,116.376729,39.931583,西城 - 太平仓胡同,1
4654,116.359604,39.888781,西城 - 富明公寓,2
4655,116.389948,39.879936,西城 - 富力信然庭,7
4656,116.35417,39.932891,西城 - 富通大厦,7
4657,116.376055,39.893897,西城 - 富卓花园,24
4658,116.365626,39.929959,西城 - 富国里,17
4659,116.365794,39.936395,西城 - 小乘巷,2
4660,116.382953,39.950317,西城 - 小市口胡同,4
4661,116.391731,39.945987,西城 - 小石桥胡同,1
4662,116.337576,39.880628,西城 - 小红庙南里,4
4663,116.34127,39.897039,西城 - 小马厂北里,2
4664,116.34127,39.897039,西城 - 小马厂东里,12
4665,116.337646,39.882512,西城 - 小红庙,7
4666,116.344573,39.934702,西城 - 展览路12号楼,2
4667,116.345031,39.934297,西城 - 展览馆路丙8号楼,1
4668,116.343689,39.925174,西城 - 展览馆路小区,4
4669,116.345134,39.930261,西城 - 展览馆路甲22号院,1
4670,116.333129,39.880261,西城 - 常青藤嘉园,40
4671,116.372435,39.880151,西城 - 平原里,29
4672,116.357528,39.891789,西城 - 广义街10号院,16
4673,116.357528,39.891789,西城 - 广义街甲10号院,16
4674,116.355144,39.894253,西城 - 广义里,12
4675,116.33952,39.897095,西城 - 小马厂西里,1
4676,116.340059,39.89088,西城 - 广华轩,26
4677,116.346158,39.88127,西城 - 广南小区,1
4678,116.346580,39.887291,西城 - 广外南街,15
4679,116.339253,39.880554,西城 - 广安小区,15
4680,116.364017,39.888947,西城 - 广安门内大街200号楼,1
4681,116.373114,39.955085,西城 - 小西天东里,1
4682,116.350844,39.891571,西城 - 广安门北街20号楼,12
4683,116.334443,39.891989,西城 - 广源小区,8
4684,116.351199,39.900688,西城 - 广电总局西便门小区,15
4685,116.380533,39.897327,西城 - 庄胜二期,178
4686,116.353728,39.890321,西城 - 广信嘉园,8
4687,116.367521,39.895422,西城 - 康乐里,17
4688,116.333256,39.875412,西城 - 康宁居,8
4689,116.354454,39.877053,西城 - 建功东里,1
4690,116.352043,39.878895,西城 - 建功北里,7
4691,116.352962,39.881169,西城 - 建功北里二区,1
4692,116.351269,39.879195,西城 - 建功北里四区,1
4693,116.338337,39.87877,西城 - 广外车站西街15号院,10
4694,116.350973,39.910762,西城 - 建邦·礼仕阁,47
4695,116.382633,39.966540,西城 - 德外大街4号院,4
4696,116.361778,39.937802,西城 - 小后仓小区,1
4697,116.390612,39.947852,西城 - 德胜世嘉,5
4698,116.382279,39.961829,西城 - 德胜君玺,3
4699,116.377097,39.95681,西城 - 德胜里一区,43
4700,116.346408,39.940243,西城 - 德宝新园,27
4701,116.377063,39.954951,西城 - 德胜里二区,2
4702,116.380750,39.954569,西城 - 德隆家园,8
4703,116.367876,39.892361,西城 - 思源胡同,5
4704,116.337597,39.887621,西城 - 恒昌花园,4
4705,116.357142,39.878661,西城 - 恬心家园,4
4706,116.393300,39.928797,西城 - 恭俭胡同,1
4707,116.365032,39.895295,西城 - 感化胡同3号院,12
4708,116.341623,39.927389,西城 - 扣钟北里,23
4709,116.375000,39.935900,西城 - 护国寺,13
4710,116.360763,39.891215,西城 - 报国寺1号院,4
4711,116.359870,39.892590,西城 - 报国寺商业部宿舍,4
4712,116.381504,39.961492,西城 - 德外大街12号院,2
4713,116.339407,39.933538,西城 - 文兴东街,1
4714,116.335435,39.935877,西城 - 文兴街3号院,5
4715,116.346408,39.940243,西城 - 德宝小区,2
4716,116.354064,39.931313,西城 - 文华园,2
4717,116.387460,39.967310,西城 - 文联宿舍,9
4718,116.353693,39.903645,西城 - 新302温馨家园,17
4719,116.349019,39.940213,西城 - 新兴中巷,4
4720,116.375514,39.954532,西城 - 德胜里西街3号院,1
4721,116.367229,39.900791,西城 - 新华社家属楼,26
4722,116.350192,39.935361,西城 - 新华里12号院,8
4723,116.381588,39.901933,西城 - 新壁街小区,6
4724,116.365985,39.947431,西城 - 德胜门西大街甲5号院,6
4725,116.37183,39.963735,西城 - 新外大街6号院,5
4726,116.361739,39.876914,西城 - 新安中里,1
4727,116.361296,39.874958,西城 - 新安南里,1
4728,116.372403,39.958193,西城 - 新康街3号院,2
4729,116.375420,39.958704,西城 - 新康街甲一号,12
4730,116.374335,39.956263,西城 - 新德街20号,4
4731,116.374364,39.957059,西城 - 新德街35号院,28
4732,116.375835,39.957395,西城 - 新德街甲31号院,1
4733,116.369431,39.903570,西城 - 新文化街小区,83
4734,116.375186,39.960322,西城 - 新明胡同,13
4735,116.345256,39.874155,西城 - 政泰家园,1
4736,116.374133,39.960355,西城 - 新明胡同住宅,38
4737,116.373884,39.950268,西城 - 新海苑,20
4738,116.37125,39.903568,西城 - 新融苑,1
4739,116.371085,39.958617,西城 - 新街口外大街,6
4740,116.361934,39.949032,西城 - 文慧园1号楼,1
4741,116.371804,39.961038,西城 - 新街口外大街10号院,1
4742,116.345783,39.926678,西城 - 展览路24号院,9
4743,116.371258,39.952288,西城 - 新街口外大街31号院,1
4744,116.372266,39.953907,西城 - 新街口外大街甲28号院,1
4745,116.370308,39.944737,西城 - 新街口西里一区,51
4746,116.366243,39.943897,西城 - 新街口西里三区,56
4747,116.368138,39.94527,西城 - 新街口西里二区,40
4748,116.376426,39.965036,西城 - 新风北街,10
4749,116.374664,39.964616,西城 - 新风北里,7
4750,116.375675,39.942527,西城 - 新街口东街,2
4751,116.377032,39.960737,西城 - 新风南里,52
4752,116.375321,39.961051,西城 - 新风街,22
4753,116.378226,39.963192,西城 - 新风街1号院,30
4754,116.393941,39.944958,西城 - 旧鼓楼大街,13
4755,116.355175,39.949476,西城 - 时代之光,9
4756,116.355175,39.949476,西城 - 时代之光名苑,33
4757,116.345664,39.921286,西城 - 月坛北小街,1
4758,116.345681,39.920129,西城 - 月坛北小街甲7号院,1
4759,116.353892,39.918757,西城 - 月坛北街1号院,6
4760,116.366414,39.883949,西城 - 春风小区,5
4761,116.348426,39.914183,西城 - 月坛南街19号院,2
4762,116.347525,39.91459,西城 - 月坛南街31号院,28
4763,116.346817,39.914498,西城 - 月坛南街37号院,16
4764,116.372439,39.954026,西城 - 普天大院,15
4765,116.345907,39.914606,西城 - 月坛南街小区,20
4766,116.349215,39.917145,西城 - 月坛西街21号院,7
4767,116.349922,39.915259,西城 - 月坛西街东里,9
4768,116.345907,39.914606,西城 - 月坛南街北里,23
4769,116.350174,39.917698,西城 - 月坛西街乙2号院,13
4770,116.347917,39.917551,西城 - 月坛西街西里,5
4771,116.345664,39.921286,西城 - 月坛北街小区,166
4772,116.341331,39.886872,西城 - 朗琴园,120
4773,116.335305,39.934438,西城 - 朝阳庵小区,5
4774,116.337134,39.904132,西城 - 木樨地北里,38
4775,116.337115,39.899166,西城 - 木樨地南里,3
4776,116.389103,39.877756,西城 - 朱雀门,54
4777,116.382218,39.941417,西城 - 松树街小区,1
4778,116.351910,39.883592,西城 - 枣林前街小区,3
4779,116.326994,39.885180,西城 - 格调,9
4780,116.376557,39.893996,西城 - 椿树园,87
4781,116.347651,39.93697,西城 - 榆树馆西里,5
4782,116.349028,39.93592,西城 - 榆树馆东里,4
4783,116.354155,39.896652,西城 - 槐柏树街北里,3
4784,116.355105,39.895405,西城 - 槐柏树街南里,6
4785,116.364489,39.886192,西城 - 樱桃头条,2
